sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
772,Carnauba,Copernicia prunifera,12.0,0.18,0.5,6,1.42,4.21,BAD,0.34,626.1,84.1,26.8,0,0,8,6.7,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0715,0.6329,1.0252,1.0,0.4395,0.47,0.877,1.35,4080,NORMAL,1
773,Catingueira,Caesalpinia pyramidalis,8.0,0.15,11.71,3,1.62,17.94,GOOD,0.22,854.9,467.9,27.7,0,0,7,13.9,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1216,1.0212,1.071,1.0,0.8721,6.27,0.212,6.48,0,CRITICAL,1
774,Carnauba,Copernicia prunifera,15.0,0.08,19.82,6,1.84,17.52,GOOD,0.11,982.0,197.8,24.3,1,0,0,17.1,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,1.0751,1.08,1.08,0.9031,11.42,0.25,11.67,0,CRITICAL,1
775,Catingueira,Caesalpinia pyramidalis,13.0,0.16,0.5,1,1.76,14.46,REGULAR,0.37,386.1,192.4,27.8,1,0,0,13.5,URBAN_LOW_VOLTAGE,5.5,0.9161,1.22,0.8609,0.9772,1.08,0.8323,0.84,1.516,2.36,1710,NORMAL,1
776,Apuleia,Apuleia leiocarpa,18.0,0.09,0.5,7,1.32,17.58,GOOD,0.64,678.7,374.8,32.7,0,1,0,10.7,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.7194,1.0357,1.1,0.59,0.47,0.907,1.38,3330,NORMAL,1
777,Piptadenia,Piptadenia moniliformis,7.0,0.18,28.33,7,1.87,41.54,GOOD,0.51,501.1,98.5,26.0,0,1,0,4.9,RURAL_DISTRIBUTION,7.0,0.7199,1.22,0.797,1.0002,1.1,0.6313,6.72,0.03,6.75,-1,UNDER_OBSERVATION,0
778,Bauhinia,Bauhinia,8.0,0.14,5.02,2,0.3,5.07,REGULAR,0.21,714.5,136.5,26.9,1,1,1,4.6,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1896,0.1915,1.0429,1.18,0.2111,1.1,0.201,1.3,27810,NORMAL,1
779,Carnauba,Copernicia prunifera,15.0,0.08,13.7,4,1.31,32.67,GOOD,0.78,625.8,368.1,29.0,0,1,4,6.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1345,0.6151,1.0252,1.1,0.5238,6.55,0.347,6.9,0,CRITICAL,1
780,Bauhinia,Bauhinia,8.0,0.14,11.63,1,0.98,24.04,GOOD,0.81,873.5,471.8,31.8,1,0,1,11.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.2059,0.4689,1.0747,1.08,0.4958,4.43,0.239,4.67,5940,TO_PRUNE,1
781,Angico,Anadenanthera colubrina,18.0,0.09,8.14,8,0.88,37.34,BAD,0.62,607.6,782.6,19.2,0,0,8,4.4,URBAN_MEDIUM_VOLTAGE,6.0,0.72,0.968,0.2941,0.9398,1.0,0.1789,2.21,0.252,2.46,9150,NORMAL,1
782,Sabiá,Mimosa caesalpiniifolia,7.0,0.16,0.5,7,1.93,1.03,BAD,0.53,838.2,619.1,31.7,0,1,7,5.4,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0389,0.6188,0.9822,1.1,0.4464,0.25,0.465,0.72,-1,NORMAL,0
783,Juazeiro,Ziziphus joazeiro,10.0,0.12,38.77,0,0.92,0.1,BAD,0.13,769.1,217.0,24.6,0,1,10,15.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.0794,0.4596,1.0538,1.1,0.5028,9.04,0.056,9.1,0,CRITICAL,1
784,Carnauba,Copernicia prunifera,15.0,0.08,44.5,1,1.47,18.22,GOOD,0.66,735.8,173.3,27.6,1,0,6,11.8,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1356,0.7898,1.0472,1.08,0.7907,14.1,0.055,14.15,0,CRITICAL,1
785,Geoffroea,Geoffroea spinosa,10.0,0.12,1.22,2,0.52,41.34,REGULAR,0.72,614.2,650.7,28.1,1,0,10,2.9,URBAN_LOW_VOLTAGE,5.5,0.9068,0.8206,0.2175,0.941,1.08,0.1684,0.24,0.195,0.43,22980,NORMAL,1
786,Carnauba,Copernicia prunifera,15.0,0.08,20.88,0,1.48,19.86,REGULAR,0.83,490.9,413.9,26.7,0,0,9,9.0,URBAN_LOW_VOLTAGE,5.5,1.0,1.0934,0.6354,0.9982,1.0,0.6022,9.51,0.258,9.77,0,CRITICAL,1
787,Piptadenia,Piptadenia moniliformis,7.0,0.18,0.5,7,1.14,23.95,REGULAR,0.49,1002.3,404.1,26.9,0,1,8,11.0,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1075,0.5865,1.08,1.1,0.479,0.3,0.553,0.85,-1,NORMAL,0
788,Cenostigma,Cenostigma pyramidale,7.0,0.16,29.13,5,1.46,0.03,BAD,0.17,759.2,65.6,30.2,1,1,9,7.0,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0681,0.7165,1.0518,1.18,0.6051,6.58,0.039,6.62,0,CRITICAL,1
789,Juazeiro,Ziziphus joazeiro,15.0,0.08,0.5,8,0.6,33.59,REGULAR,0.24,460.0,425.4,26.4,1,0,10,5.6,RURAL_DISTRIBUTION,7.0,0.72,0.9725,0.335,0.992,1.08,0.2328,0.14,0.274,0.41,18600,NORMAL,1
790,Piptadenia,Piptadenia moniliformis,7.0,0.18,26.13,4,1.64,37.36,GOOD,0.78,631.1,90.1,28.4,1,1,2,16.6,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1919,0.6952,1.0262,1.18,0.6509,6.67,0.036,6.71,0,CRITICAL,1
791,Angico,Anadenanthera colubrina,5.0,0.25,0.5,3,1.78,10.0,BAD,0.55,774.8,777.2,28.7,0,1,8,5.8,URBAN_LOW_VOLTAGE,5.5,0.8301,1.031,0.5907,0.9706,1.1,0.4839,0.29,0.537,0.83,-1,NORMAL,0
792,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,1.2,5,1.59,34.79,REGULAR,0.74,576.7,572.8,21.0,0,0,7,11.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1216,0.6436,1.0153,1.0,0.4547,0.93,0.702,1.63,6090,NORMAL,1
793,Croton,Croton blanchetianus,7.0,0.16,0.5,0,0.45,16.39,REGULAR,0.28,584.8,307.6,26.0,0,1,9,16.1,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.0934,0.2656,1.017,1.1,0.2821,0.16,0.302,0.46,-1,NORMAL,0
794,Geoffroea,Geoffroea spinosa,10.0,0.12,42.8,1,0.7,19.18,REGULAR,0.04,925.6,765.0,29.8,0,1,1,2.1,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1756,0.4549,0.9936,1.1,0.4474,9.0,0.052,9.05,0,CRITICAL,1
795,Croton,Croton blanchetianus,5.0,0.25,24.05,1,1.48,23.57,BAD,0.05,796.5,440.7,25.6,1,1,2,16.2,RURAL_DISTRIBUTION,7.0,0.9161,1.1919,0.6957,1.0593,1.18,0.7877,4.96,0.007,4.97,-1,NORMAL,0
796,Apuleia,Apuleia leiocarpa,20.0,0.08,36.52,6,1.01,43.0,BAD,0.46,891.4,409.1,25.8,1,1,8,7.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.0895,0.3587,1.0783,1.18,0.3115,11.95,0.198,12.15,0,CRITICAL,1
797,Carnauba,Copernicia prunifera,15.0,0.08,28.63,6,1.94,35.85,REGULAR,0.71,872.8,461.8,24.4,0,0,6,17.8,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1356,0.6523,1.0746,1.0,0.4878,10.09,0.188,10.28,0,CRITICAL,1
798,Algaroba,Prosopis juliflora,12.0,0.18,39.77,0,0.57,13.81,BAD,0.21,769.1,863.4,26.1,0,1,8,13.7,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1075,0.26,0.9695,1.1,0.2648,10.2,0.084,10.28,0,CRITICAL,1
799,Geoffroea,Geoffroea spinosa,14.0,0.11,0.5,6,0.96,27.9,BAD,0.44,699.0,891.6,24.4,1,1,10,8.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.0794,0.3688,0.9566,1.18,0.2829,0.22,0.422,0.64,9570,NORMAL,1
800,Piptadenia,Piptadenia moniliformis,15.0,0.1,0.5,5,0.79,42.74,GOOD,0.47,833.0,498.2,33.2,0,0,2,4.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1615,0.4229,1.0666,1.0,0.3191,0.24,0.464,0.7,7350,NORMAL,1
801,Algaroba,Prosopis juliflora,12.0,0.18,28.4,1,0.4,33.22,GOOD,0.47,640.3,199.5,27.4,0,1,6,10.1,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1356,0.2237,1.0281,1.1,0.2239,8.18,0.151,8.33,0,CRITICAL,1
802,Cenostigma,Cenostigma pyramidale,7.0,0.16,8.54,5,1.12,14.44,BAD,0.88,730.4,139.4,22.9,0,1,2,11.7,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1919,0.3522,1.0461,1.1,0.2903,2.29,0.214,2.5,-1,NORMAL,0
803,Bauhinia,Bauhinia,8.0,0.14,33.51,6,1.83,24.92,BAD,0.09,763.5,422.3,24.4,0,0,0,6.9,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,0.6945,1.0527,1.0,0.5265,7.32,0.048,7.37,0,CRITICAL,1
804,Croton,Croton blanchetianus,5.0,0.25,40.98,3,1.56,39.67,GOOD,0.66,1014.7,535.0,27.9,0,0,2,6.9,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1851,0.7394,1.08,1.0,0.6536,4.99,0.002,4.99,-1,UNDER_OBSERVATION,0
805,Cenostigma,Cenostigma pyramidale,7.0,0.16,26.2,8,0.65,25.02,REGULAR,0.24,648.0,453.9,24.1,0,0,9,7.0,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.0681,0.3769,1.0296,1.0,0.2624,4.67,0.096,4.77,-1,TO_PRUNE,0
806,Cenostigma,Cenostigma pyramidale,7.0,0.16,22.67,1,0.61,20.11,BAD,0.39,563.3,81.5,24.0,1,1,1,5.0,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1919,0.2485,1.0127,1.18,0.269,4.36,0.111,4.47,-1,TO_PRUNE,0
807,Juazeiro,Ziziphus joazeiro,10.0,0.12,26.29,8,1.91,23.35,GOOD,0.13,1155.1,106.7,29.5,0,0,2,2.1,URBAN_LOW_VOLTAGE,5.5,0.72,1.1311,1.0397,1.08,1.0,0.7798,9.15,0.076,9.23,0,CRITICAL,1
808,Nim,Azadirachta indica,13.0,0.16,27.49,7,1.18,22.77,BAD,0.39,915.7,655.4,32.9,1,0,3,12.0,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1778,0.4754,0.9936,1.08,0.361,10.34,0.149,10.49,0,CRITICAL,1
809,Oiticica,Licania rigida,15.0,0.08,0.5,4,0.7,17.45,GOOD,0.73,1000.3,116.3,24.8,0,0,2,12.1,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1919,0.362,1.08,1.0,0.3023,0.18,0.354,0.53,9780,NORMAL,1
810,Croton,Croton blanchetianus,5.0,0.25,33.84,0,0.46,8.95,REGULAR,0.59,804.9,558.6,26.2,0,1,1,11.5,URBAN_LOW_VOLTAGE,5.5,1.0,1.2059,0.2385,1.061,1.1,0.2768,4.52,0.032,4.55,-1,TO_PRUNE,0
811,Craibeira,Tabebuia aurea,14.0,0.11,0.5,1,0.65,5.31,BAD,0.83,981.0,682.3,24.9,0,0,1,7.8,URBAN_LOW_VOLTAGE,5.5,0.9161,1.2059,0.2192,0.9936,1.0,0.1984,0.15,0.299,0.45,12030,NORMAL,1
812,Algaroba,Prosopis juliflora,12.0,0.18,5.88,0,1.06,32.53,BAD,0.67,718.7,238.8,24.9,0,1,6,7.1,URBAN_LOW_VOLTAGE,5.5,1.0,1.1221,0.3517,1.0437,1.1,0.3879,4.04,0.537,4.58,1800,TO_PRUNE,1
813,Nim,Azadirachta indica,13.0,0.16,29.45,4,1.62,4.66,REGULAR,0.16,734.8,481.8,27.6,0,0,9,6.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0276,0.9892,1.047,1.0,0.7475,12.62,0.043,12.66,0,CRITICAL,1
814,Croton,Croton blanchetianus,5.0,0.25,9.12,5,1.99,15.75,REGULAR,0.76,987.2,208.9,29.1,0,1,0,14.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.22,0.6902,1.08,1.1,0.594,3.71,0.178,3.89,-1,NORMAL,0
815,Juazeiro,Ziziphus joazeiro,10.0,0.12,12.76,6,1.89,24.74,BAD,0.33,656.2,162.5,24.3,0,0,9,11.7,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0934,0.6222,1.0312,1.0,0.4387,4.89,0.262,5.15,1830,UNDER_OBSERVATION,1
816,Catingueira,Caesalpinia pyramidalis,8.0,0.15,19.69,0,1.0,5.85,REGULAR,0.48,1242.8,48.5,19.6,1,1,5,8.5,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1497,0.5573,1.08,1.18,0.6903,6.96,0.102,7.06,0,CRITICAL,1
817,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,20.21,5,0.93,19.13,GOOD,0.85,250.0,140.4,30.0,0,0,0,10.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.22,0.4428,0.72,1.0,0.231,5.46,0.16,5.62,4230,UNDER_OBSERVATION,1
818,Carnauba,Copernicia prunifera,15.0,0.08,5.96,3,0.35,41.02,REGULAR,0.5,460.6,691.8,24.5,0,0,8,3.1,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,0.9095,0.166,0.9128,1.0,0.1102,0.87,0.141,1.01,27840,NORMAL,1
819,Juazeiro,Ziziphus joazeiro,8.0,0.14,0.5,1,1.96,31.69,REGULAR,0.08,705.1,109.5,29.3,1,1,4,4.8,URBAN_LOW_VOLTAGE,5.5,0.9161,1.103,0.9151,1.041,1.18,0.9816,0.53,0.959,1.49,3000,NORMAL,1
820,Algaroba,Prosopis juliflora,8.0,0.14,0.5,6,0.61,23.93,BAD,0.61,635.4,544.6,27.0,0,1,3,18.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1778,0.2175,1.0271,1.1,0.174,0.1,0.19,0.29,-1,NORMAL,0
821,Croton,Croton blanchetianus,5.0,0.25,18.41,7,1.87,37.72,REGULAR,0.39,504.4,76.4,25.5,1,0,0,2.5,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.7706,1.0009,1.08,0.5997,4.68,0.045,4.72,-1,UNDER_OBSERVATION,0
822,Craibeira,Tabebuia aurea,15.0,0.08,0.5,0,1.58,35.78,GOOD,0.4,690.3,824.3,25.4,0,1,9,1.5,URBAN_LOW_VOLTAGE,5.5,1.0,0.7897,0.8664,0.955,1.1,0.7535,0.45,0.851,1.3,3750,NORMAL,1
823,Catingueira,Caesalpinia pyramidalis,8.0,0.15,14.59,2,0.37,27.48,BAD,0.03,791.4,546.2,26.8,1,0,10,2.6,URBAN_LOW_VOLTAGE,5.5,0.9068,0.8037,0.1725,1.0583,1.08,0.149,2.23,0.128,2.36,32550,NORMAL,1
824,Geoffroea,Geoffroea spinosa,15.0,0.1,0.5,8,1.57,4.59,REGULAR,0.86,454.1,858.2,26.8,0,0,2,14.1,URBAN_LOW_VOLTAGE,5.5,0.72,1.1919,0.6776,0.9116,1.0,0.4398,0.33,0.631,0.96,5280,NORMAL,1
825,Bauhinia,Bauhinia,15.0,0.1,0.5,4,1.29,41.04,BAD,0.4,877.4,399.1,22.4,1,0,1,3.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1806,0.4768,1.0755,1.08,0.4262,0.32,0.613,0.93,5430,NORMAL,1
826,Bauhinia,Bauhinia,10.0,0.12,0.5,4,0.46,41.89,BAD,0.85,840.9,622.2,30.0,1,0,1,2.9,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1801,0.1309,0.9827,1.08,0.1069,0.06,0.127,0.19,-1,NORMAL,0
827,Carnauba,Copernicia prunifera,5.0,0.25,1.13,4,1.88,22.87,GOOD,0.87,618.1,686.9,24.9,1,0,9,17.7,RURAL_DISTRIBUTION,7.0,0.7819,1.0934,0.6993,0.9417,1.08,0.528,0.69,0.533,1.22,-1,NORMAL,0
828,Carnauba,Copernicia prunifera,15.0,0.1,0.5,0,0.74,2.11,REGULAR,0.29,1050.6,178.3,23.3,1,1,1,14.1,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.2059,0.4604,1.08,1.18,0.5834,0.43,0.826,1.26,4470,NORMAL,1
829,Carnauba,Copernicia prunifera,15.0,0.08,40.15,4,1.65,27.0,REGULAR,0.5,703.1,681.9,31.2,0,1,0,11.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.22,0.7636,0.9574,1.1,0.6288,13.01,0.098,13.11,0,CRITICAL,1
830,Cenostigma,Cenostigma pyramidale,5.0,0.25,0.5,1,0.9,1.98,BAD,0.58,537.5,806.5,29.2,1,1,5,3.3,RURAL_DISTRIBUTION,7.0,0.9161,1.0316,0.3571,0.9269,1.18,0.3308,0.2,0.381,0.58,-1,NORMAL,0
831,Geoffroea,Geoffroea spinosa,10.0,0.12,36.31,6,0.61,28.8,BAD,0.83,801.5,556.6,26.2,1,1,0,5.9,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,0.1865,1.0603,1.18,0.1681,5.19,0.096,5.29,2580,UNDER_OBSERVATION,1
832,Algaroba,Prosopis juliflora,7.0,0.16,0.5,5,0.47,6.41,REGULAR,0.52,449.7,262.2,29.0,1,0,9,2.2,URBAN_LOW_VOLTAGE,5.5,0.7244,0.8251,0.2559,0.9899,1.08,0.1669,0.09,0.182,0.27,-1,NORMAL,0
833,Angico,Anadenanthera colubrina,18.0,0.09,21.84,8,1.06,25.91,REGULAR,0.02,760.3,742.3,24.4,0,0,7,13.4,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.1216,0.6751,0.9679,1.0,0.4519,10.6,0.295,10.89,0,CRITICAL,1
834,Algaroba,Prosopis juliflora,8.0,0.15,0.5,5,1.25,4.25,REGULAR,0.7,878.9,250.7,28.0,0,0,4,6.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.13,0.6199,1.0758,1.0,0.4657,0.27,0.522,0.79,-1,NORMAL,0
835,Nim,Azadirachta indica,15.0,0.08,0.5,7,1.82,41.91,GOOD,0.7,518.6,493.7,30.5,0,1,7,15.2,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1216,0.7148,1.0037,1.1,0.5458,0.32,0.627,0.95,5310,NORMAL,1
836,Craibeira,Tabebuia aurea,13.0,0.16,0.5,1,1.64,37.79,BAD,0.17,639.0,253.2,25.8,0,1,9,10.6,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0934,0.6331,1.0278,1.1,0.6225,0.63,1.173,1.8,2760,NORMAL,1
837,Croton,Croton blanchetianus,5.0,0.25,14.4,1,0.86,26.48,REGULAR,0.72,371.8,178.9,26.8,0,0,9,10.4,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0934,0.3844,0.9744,1.0,0.3258,3.45,0.121,3.57,-1,NORMAL,0
838,Oiticica,Licania rigida,15.0,0.1,19.25,3,1.0,31.92,GOOD,0.09,742.5,547.6,28.9,1,1,2,2.3,RURAL_DISTRIBUTION,7.0,0.8301,1.1334,0.6742,1.0485,1.18,0.6685,10.86,0.268,11.13,0,CRITICAL,1
839,Bauhinia,Bauhinia,8.0,0.14,39.0,8,1.34,19.41,REGULAR,0.05,841.2,32.6,29.2,1,1,7,14.0,URBAN_LOW_VOLTAGE,5.5,0.72,1.1216,0.8663,1.0682,1.18,0.7552,7.87,0.013,7.88,0,CRITICAL,1
840,Croton,Croton blanchetianus,5.0,0.25,20.55,4,1.61,43.41,GOOD,0.7,466.2,790.8,24.2,1,0,1,8.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.2059,0.7098,0.9138,1.08,0.5447,4.7,0.038,4.74,-1,UNDER_OBSERVATION,0
841,Oiticica,Licania rigida,15.0,0.1,41.68,0,1.48,30.39,GOOD,0.77,537.9,179.3,29.5,1,1,4,8.1,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1638,0.7064,1.0076,1.18,0.821,14.51,0.039,14.55,0,CRITICAL,1
842,Angico,Anadenanthera colubrina,18.0,0.09,1.73,1,0.6,31.91,GOOD,0.08,851.7,721.3,27.2,1,1,7,17.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1216,0.4063,0.9847,1.18,0.4154,1.13,0.619,1.75,4200,NORMAL,1
843,Juazeiro,Ziziphus joazeiro,10.0,0.12,26.21,5,1.05,35.35,GOOD,0.84,605.5,652.1,28.2,0,0,2,2.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1345,0.4689,0.9394,1.0,0.3082,6.21,0.138,6.35,0,CRITICAL,1
844,Sabiá,Mimosa caesalpiniifolia,7.0,0.18,0.5,5,1.48,32.83,BAD,0.04,1441.3,579.3,26.1,0,1,2,3.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1469,0.6709,0.9,1.1,0.4671,0.29,0.541,0.83,-1,NORMAL,0
845,Carnauba,Copernicia prunifera,15.0,0.08,14.93,4,0.92,33.86,REGULAR,0.04,811.0,288.8,25.0,1,0,3,15.5,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1778,0.561,1.0622,1.08,0.4947,6.69,0.322,7.01,0,CRITICAL,1
846,Juazeiro,Ziziphus joazeiro,7.0,0.16,0.5,7,0.79,24.18,BAD,0.66,647.4,665.4,31.5,1,0,3,12.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1778,0.2734,0.9471,1.08,0.1979,0.11,0.215,0.33,-1,NORMAL,0
847,Juazeiro,Ziziphus joazeiro,10.0,0.12,22.27,0,0.63,37.47,BAD,0.34,668.1,596.4,27.9,0,0,4,6.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1502,0.2439,1.0336,1.0,0.2451,4.81,0.15,4.96,7170,TO_PRUNE,1
848,Sabiá,Mimosa caesalpiniifolia,8.0,0.14,0.5,8,1.71,12.0,GOOD,0.3,559.7,51.5,27.8,0,1,7,9.3,URBAN_LOW_VOLTAGE,5.5,0.72,1.1216,1.0079,1.0119,1.1,0.7759,0.42,0.78,1.2,6990,NORMAL,1
849,Geoffroea,Geoffroea spinosa,10.0,0.12,19.41,2,0.77,11.45,BAD,0.86,550.0,746.7,23.8,1,0,7,11.4,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1216,0.2484,0.9292,1.08,0.2171,3.97,0.155,4.12,7860,TO_PRUNE,1
850,Carnauba,Copernicia prunifera,15.0,0.08,5.27,5,0.71,26.81,GOOD,0.48,1040.2,244.8,27.3,1,0,9,2.5,RURAL_DISTRIBUTION,7.0,0.7244,0.8403,0.4062,1.08,1.08,0.2911,1.73,0.305,2.04,12480,NORMAL,1
851,Geoffroea,Geoffroea spinosa,20.0,0.08,0.5,4,1.73,30.65,REGULAR,0.34,905.2,678.0,26.2,1,0,3,15.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1778,0.8154,0.9936,1.08,0.6726,0.53,1.02,1.55,3180,NORMAL,1
852,Juazeiro,Ziziphus joazeiro,10.0,0.12,23.71,3,1.27,4.64,GOOD,0.89,814.9,364.9,27.2,0,0,2,3.9,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1514,0.6247,1.063,1.0,0.5361,7.82,0.136,7.96,0,CRITICAL,1
853,Oiticica,Licania rigida,10.0,0.12,0.5,0,0.33,31.12,REGULAR,0.42,654.5,46.2,31.4,1,1,1,1.7,URBAN_LOW_VOLTAGE,5.5,1.0,1.1733,0.1706,1.0309,1.18,0.2036,0.12,0.238,0.36,19260,NORMAL,1
854,Angico,Anadenanthera colubrina,20.0,0.08,0.5,4,0.4,32.6,BAD,0.26,613.9,850.2,28.9,1,1,6,14.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1356,0.1645,0.941,1.18,0.138,0.11,0.218,0.33,16440,NORMAL,1
855,Juazeiro,Ziziphus joazeiro,10.0,0.12,9.18,4,0.99,44.21,REGULAR,0.75,250.0,34.9,29.9,0,0,5,15.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1497,0.4011,0.72,1.0,0.2195,2.15,0.204,2.35,13470,NORMAL,1
856,Nim,Azadirachta indica,10.0,0.12,0.5,5,0.33,31.01,REGULAR,0.39,934.4,256.4,26.1,0,0,3,17.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1778,0.1733,1.08,1.0,0.1333,0.08,0.157,0.24,29520,NORMAL,1
857,Catingueira,Caesalpinia pyramidalis,7.0,0.16,0.5,4,1.61,21.12,BAD,0.55,590.9,191.3,26.5,0,1,8,13.5,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1075,0.5641,1.0182,1.1,0.4718,0.26,0.49,0.75,-1,NORMAL,0
858,Croton,Croton blanchetianus,18.0,0.09,0.5,0,1.2,24.3,BAD,0.5,1029.9,435.8,26.8,1,0,5,14.7,URBAN_LOW_VOLTAGE,5.5,1.0,1.1497,0.4537,1.08,1.08,0.5143,0.41,0.796,1.21,3840,NORMAL,1
859,Croton,Croton blanchetianus,20.0,0.08,0.5,6,0.34,26.76,GOOD,0.02,438.2,637.4,31.6,0,1,0,6.5,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,0.2416,0.9086,1.1,0.1739,0.14,0.274,0.41,11580,NORMAL,1
860,Cenostigma,Cenostigma pyramidale,7.0,0.16,42.49,5,1.89,42.33,REGULAR,0.33,832.8,123.6,26.9,0,0,7,6.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0782,0.7772,1.0666,1.0,0.5665,6.85,0.013,6.86,0,CRITICAL,1
861,Catingueira,Caesalpinia pyramidalis,8.0,0.15,24.61,8,0.55,4.14,BAD,0.53,980.9,175.8,24.9,1,0,4,13.4,URBAN_LOW_VOLTAGE,5.5,0.72,1.1638,0.2224,1.08,1.08,0.1826,3.92,0.11,4.03,18750,NORMAL,1
862,Catingueira,Caesalpinia pyramidalis,8.0,0.15,37.14,5,1.46,16.78,GOOD,0.29,815.3,763.5,23.0,0,0,1,11.9,URBAN_LOW_VOLTAGE,5.5,0.7244,1.2059,0.9588,0.978,1.0,0.6755,7.81,0.018,7.83,0,CRITICAL,1
863,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,18.75,0,1.08,9.51,GOOD,0.25,713.9,557.7,25.8,1,0,2,12.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1919,0.7447,1.0428,1.08,0.8293,8.6,0.061,8.66,0,CRITICAL,1
864,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,8,1.87,35.77,REGULAR,0.01,796.9,122.2,23.9,0,0,5,4.6,URBAN_LOW_VOLTAGE,5.5,0.72,1.0681,0.9259,1.0594,1.0,0.6634,0.39,0.697,1.09,-1,NORMAL,0
865,Piptadenia,Piptadenia moniliformis,7.0,0.18,16.64,7,0.39,25.63,GOOD,0.04,628.8,542.4,26.1,0,1,8,13.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1075,0.2762,1.0258,1.1,0.2143,3.32,0.139,3.46,-1,NORMAL,0
