species,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,locality,municipality,year,month,day,basisOfRecord,occurrenceStatus,taxonRank,kingdom,phylum,class,order,gbifID,license
Impatiens walleriana,Impatiens walleriana Hook.fil.,Balsaminaceae,Impatiens,-3.880271,-38.536121,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,6185824400,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cissus erosa,Cissus erosa (L.) Rich.,Vitaceae,Cissus,-7.527948,-39.302941,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,6185837042,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Clusia nemorosa,Clusia nemorosa G.Mey.,Clusiaceae,Clusia,-7.272781,-39.45527,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185838236,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Varronia leucocephala,Varronia leucocephala (Moric.) J.S.Mill.,Cordiaceae,Varronia,-7.086588,-40.084701,Ceará,,,2026,3,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6185845557,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrcia tomentosa,Myrcia tomentosa (Aubl.) DC.,Myrtaceae,Myrcia,-7.561516,-39.237581,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185848646,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Macropsychanthus glaber,Macropsychanthus glaber (Benth.) L.P.Queiroz & Snak,Fabaceae,Macropsychanthus,-7.233758,-39.442118,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185851935,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Microstachys corniculata,Microstachys corniculata (Vahl) A.Juss. ex Griseb.,Euphorbiaceae,Microstachys,-7.216729,-39.529146,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185855304,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Wallisia anceps,Wallisia anceps (G.Lodd.) Barfuss & W.Till,Bromeliaceae,Wallisia,-3.972181,-38.633915,Ceará,,,2026,3,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185855327,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia ligustroides,Miconia ligustroides (DC.) Naudin,Melastomataceae,Miconia,-7.216765,-39.529357,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185856940,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton heliotropiifolius,Croton heliotropiifolius Kunth,Euphorbiaceae,Croton,-7.489077,-39.233448,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185860953,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus catingicola,Pilosocereus catingicola subsp. salvadorensis (Werderm.) Zappi,Cactaceae,Pilosocereus,-3.126112,-40.825859,Ceará,,,2026,3,18,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185861427,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chloroleucon acacioides,Chloroleucon acacioides (Ducke) Barneby & J.W.Grimes,Fabaceae,Chloroleucon,-3.57342,-38.889765,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185894389,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Scaevola plumieri,Scaevola plumieri (L.) Vahl,Goodeniaceae,Scaevola,-4.322785,-37.925589,Ceará,,,2026,3,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185898011,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Palicourea colorata,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J.H.Kirkbr.,Rubiaceae,Palicourea,-4.227892,-38.923078,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185901534,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guapira opposita,Guapira opposita (Vell.) Reitz,Nyctaginaceae,Guapira,-3.574483,-38.887507,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185901966,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus catingicola,Pilosocereus catingicola subsp. salvadorensis (Werderm.) Zappi,Cactaceae,Pilosocereus,-3.574353,-38.888974,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185917117,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crotalaria maypurensis,Crotalaria maypurensis Kunth,Fabaceae,Crotalaria,-7.515188,-39.266117,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185929603,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diacranthera ulei,Diacranthera ulei R.M.King & H.Rob.,Asteraceae,Diacranthera,-4.093451,-38.910348,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185940701,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chiococca alba,Chiococca alba (L.) Hitchc.,Rubiaceae,Chiococca,-3.824378,-38.41556,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185953353,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Urena lobata,Urena lobata L.,Malvaceae,Urena,-3.856695,-40.9021,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6185955895,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia albicans,Miconia albicans (Sw.) Steud.,Melastomataceae,Miconia,-7.525293,-39.209264,Ceará,,,2026,3,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185962447,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Canna glauca,Canna glauca L.,Cannaceae,Canna,-7.189306,-39.735913,Ceará,,,2026,3,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,6185964936,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tocoyena sellowiana,Tocoyena sellowiana (Cham. & Schltdl.) K.Schum.,Rubiaceae,Tocoyena,-3.568865,-38.888122,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185965992,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chrysobalanus icaco,Chrysobalanus icaco L.,Chrysobalanaceae,Chrysobalanus,-3.574308,-38.88915,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185967233,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Magonia pubescens,Magonia pubescens A.St.-Hil.,Sapindaceae,Magonia,-7.23547,-39.436536,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6185975090,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Urera caracasana,Urera caracasana (Jacq.) Gaudich. ex Griseb.,Urticaceae,Urera,-4.092718,-38.90976,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,6185981730,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sphagneticola trilobata,Sphagneticola trilobata (L.) Pruski,Asteraceae,Sphagneticola,-7.312386,-39.303372,Ceará,,,2026,3,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185982055,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Manilkara triflora,Manilkara triflora (Allemão) Monach.,Sapotaceae,Manilkara,-3.574484,-38.887504,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,6185994519,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cnidoscolus vitifolius,Cnidoscolus vitifolius (Mill.) Pohl,Euphorbiaceae,Cnidoscolus,-7.277163,-39.281486,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185997489,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crotalaria maypurensis,Crotalaria maypurensis Kunth,Fabaceae,Crotalaria,-7.52656,-39.214318,Ceará,,,2026,3,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6186002258,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia albicans,Miconia albicans (Sw.) Steud.,Melastomataceae,Miconia,-7.216873,-39.530024,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6186004828,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton jacobinensis,Croton jacobinensis Baill.,Euphorbiaceae,Croton,-3.825903,-38.642547,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6186008006,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Fridericia dispar,Fridericia dispar (Bureau ex K.Schum.) L.G.Lohmann,Bignoniaceae,Fridericia,-2.879533,-40.873205,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6186009936,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Campomanesia aromatica,Campomanesia aromatica (Aubl.) Griseb.,Myrtaceae,Campomanesia,-4.121463,-38.549614,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6186019005,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Brosimum gaudichaudii,Brosimum gaudichaudii Trécul,Moraceae,Brosimum,-7.166829,-39.710309,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,6186020947,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton jacobinensis,Croton jacobinensis Baill.,Euphorbiaceae,Croton,-3.824412,-38.643038,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6186026235,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Waltheria indica,Waltheria indica L.,Malvaceae,Waltheria,-4.328936,-37.931982,Ceará,,,2026,3,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6186028961,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Caladium bicolor,Caladium bicolor (Aiton) Vent.,Araceae,Caladium,-4.088448,-38.910837,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6186032077,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Senna cearensis,Senna cearensis Afr.Fern.,Fabaceae,Senna,-7.168568,-39.708146,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6186048381,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Laportea aestuans,Laportea aestuans (L.) Chew,Urticaceae,Laportea,-2.903928,-40.888604,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,6186053445,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Melochia tomentosa,Melochia tomentosa L.,Malvaceae,Melochia,-6.020208,-40.300658,Ceará,,,2026,3,26,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6186068599,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Amasonia campestris,Amasonia campestris (Aubl.) Moldenke,Lamiaceae,Amasonia,-7.270912,-39.467318,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6186070472,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Eugenia punicifolia,Eugenia punicifolia (Kunth) DC.,Myrtaceae,Eugenia,-7.514335,-39.266098,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6186073459,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Fridericia dispar,Fridericia dispar (Bureau ex K.Schum.) L.G.Lohmann,Bignoniaceae,Fridericia,-2.903788,-40.889414,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6186088410,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guzmania sanguinea,Guzmania sanguinea (André) André ex Mez,Bromeliaceae,Guzmania,-4.053575,-38.882381,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6186103834,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Machaerium acutifolium,Machaerium acutifolium Vogel,Fabaceae,Machaerium,-7.273283,-39.455557,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6186124354,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Centrosema arenarium,Centrosema arenarium Benth.,Fabaceae,Centrosema,-7.547615,-39.222782,Ceará,,,2026,3,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6186128595,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Amphilophium paniculatum,Amphilophium paniculatum (L.) Kunth,Bignoniaceae,Amphilophium,-4.094274,-38.911174,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6186130625,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cenchrus echinatus,Cenchrus echinatus L.,Poaceae,Cenchrus,-3.568823,-38.886058,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6186144325,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Portulaca pilosa,Portulaca pilosa L.,Portulacaceae,Portulaca,-4.329059,-37.932067,Ceará,,,2026,3,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6186149096,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Zanthoxylum gardneri,Zanthoxylum gardneri (Engl.) Engl.,Rutaceae,Zanthoxylum,-7.276451,-39.451365,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6186153561,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Temnadenia violacea,Temnadenia violacea (Vell.) Miers,Apocynaceae,Temnadenia,-7.494621,-39.238615,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6186158377,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Wallisia anceps,Wallisia anceps (G.Lodd.) Barfuss & W.Till,Bromeliaceae,Wallisia,-4.197212,-38.937965,Ceará,,,2026,3,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6186159539,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Nymphaea lotus,Nymphaea lotus L.,Nymphaeaceae,Nymphaea,-4.265468,-38.933225,Ceará,,,2026,3,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,6186161545,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum palinacanthum,Solanum palinacanthum Dunal,Solanaceae,Solanum,-3.793265,-38.555252,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6187909720,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pontederia crassipes,Pontederia crassipes Mart.,Pontederiaceae,Pontederia,-4.071862,-38.604373,Ceará,,,2026,3,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,6187946543,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ipomoea blanchetii,Ipomoea blanchetii Choisy,Convolvulaceae,Ipomoea,-7.22045,-39.142322,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6187962656,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sida brittonii,Sida brittonii León,Malvaceae,Sida,-3.794753,-38.556438,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6188020754,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chiococca alba,Chiococca alba (L.) Hitchc.,Rubiaceae,Chiococca,-2.905134,-40.889032,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6188098275,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euphorbia hyssopifolia,Euphorbia hyssopifolia L.,Euphorbiaceae,Euphorbia,-3.793258,-38.555335,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6188104849,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Begonia reniformis,Begonia reniformis Dryand.,Begoniaceae,Begonia,-3.974342,-38.63276,Ceará,,,2026,3,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,6188140187,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pistia stratiotes,Pistia stratiotes L.,Araceae,Pistia,-3.792208,-38.55304,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6188195037,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paspalum clavuliferum,Paspalum clavuliferum C.Wright,Poaceae,Paspalum,-3.163413,-40.768163,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6188277209,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cordia rufescens,Cordia rufescens A.DC.,Cordiaceae,Cordia,-3.410462,-39.030153,Ceará,,,2026,3,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6188310367,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bursera leptophloeos,Commiphora leptophloeos (Mart.) J.B.Gillett,Burseraceae,Bursera,-4.197572,-38.496897,Ceará,,,2026,3,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6188380973,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euploca polyphylla,Euploca polyphylla (Lehm.) J.I.M.Melo & Semir,Heliotropiaceae,Euploca,-3.794902,-38.556194,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6188396221,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Polygala trichosperma,Senega trichosperma (Jacq.) J.F.B.Pastore,Polygalaceae,Polygala,-3.163419,-40.767775,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6188401471,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cordia rufescens,Cordia rufescens A.DC.,Cordiaceae,Cordia,-2.879783,-40.873313,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6188463263,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Asemeia martiana,Asemeia martiana (A.W.Benn.) J.F.B.Pastore & J.R.Abbott,Polygalaceae,Asemeia,-3.79255,-38.554805,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6188476675,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dianthera laevilinguis,Justicia laevilinguis (Nees) Lindau,Acanthaceae,Dianthera,-4.071917,-38.604417,Ceará,,,2026,3,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6195253702,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Doliocarpus dentatus,Doliocarpus dentatus (Aubl.) Standl.,Dilleniaceae,Doliocarpus,-7.271828,-39.466111,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,6195281888,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Libidibia ferrea,Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz,Fabaceae,Libidibia,-3.807454,-38.618565,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6195298725,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Libidibia ferrea,Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz,Fabaceae,Libidibia,-3.807328,-38.618189,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6195314672,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bomarea edulis,Bomarea edulis (Tussac) Herb.,Alstroemeriaceae,Bomarea,-3.85312,-40.903525,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,6195372436,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paspalum maritimum,Paspalum maritimum Trin.,Poaceae,Paspalum,-2.880515,-40.874059,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6195385531,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cyperus crassipes,Cyperus crassipes Vahl,Cyperaceae,Cyperus,-4.324302,-37.925435,Ceará,,,2026,3,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6195389407,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dolichandra unguis-cati,Dolichandra unguis-cati (L.) L.G.Lohmann,Bignoniaceae,Dolichandra,-3.410462,-39.030153,Ceará,,,2026,3,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6195389480,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tetracera willdenowiana,Tetracera willdenowiana Steud.,Dilleniaceae,Tetracera,-3.57412,-38.889826,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,6195443587,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Streptostachys asperifolia,Streptostachys asperifolia Desv.,Poaceae,Streptostachys,-2.879772,-40.874341,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6195482466,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Annona coriacea,Annona coriacea Mart.,Annonaceae,Annona,-2.879698,-40.873347,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,6195482467,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cyperus pedunculatus,Cyperus pedunculatus (R.Br.) J.Kern,Cyperaceae,Cyperus,-4.329073,-37.928386,Ceará,,,2026,3,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6195589902,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Thespesia populnea,Thespesia populnea (L.) Sol. ex Corrêa,Malvaceae,Thespesia,-3.777771,-38.557973,Ceará,,,2026,3,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6234906789,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Callisia glandulosa,Tripogandra glandulosa (Seub.) Rohweder,Commelinaceae,Callisia,-7.219762,-39.141322,Ceará,,,2026,3,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,6235026845,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paubrasilia echinata,"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",Fabaceae,Paubrasilia,-3.618728,-38.48385,Ceará,,,2026,3,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6235184810,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Allamanda blanchetii,Allamanda blanchetii A.DC.,Apocynaceae,Allamanda,-4.064098,-38.613538,Ceará,,,2026,3,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6235243613,http://creativecommons.org/licenses/by-nc/4.0/legalcode
